host_since,neighbourhood,city,accommodates,price
10/18/2012,Menilmontant,Paris,2,32
4/1/2015,Buttes-Montmartre,Paris,2,30
5/14/2015,Opera,Paris,2,30
8/20/2015,Popincourt,Paris,2,47
7/6/2013,Vaugirard,Paris,2,60
8/20/2015,Temple,Paris,2,47
3/22/2015,Buttes-Chaumont,Paris,2,26
3/22/2015,Buttes-Chaumont,Paris,2,25
4/24/2016,Buttes-Chaumont,Paris,2,45
5/15/2013,Gobelins,Paris,2,250
12/2/2016,Enclos-St-Laurent,Paris,2,59
8/25/2016,Palais-Bourbon,Paris,2,35
6/13/2019,Enclos-St-Laurent,Paris,2,59
8/26/2018,Batignolles-Monceau,Paris,2,80
5/10/2020,Vaugirard,Paris,2,55
9/30/2015,Buttes-Montmartre,Paris,2,25
8/20/2020,Buttes-Montmartre,Paris,2,45
1/31/2021,Opera,Paris,2,27
6/27/2012,Passy,Paris,2,54
7/10/2017,Passy,Paris,2,70
10/16/2016,Buttes-Chaumont,Paris,2,32
2/4/2013,Buttes-Chaumont,Paris,2,35
6/26/2014,Buttes-Montmartre,Paris,2,41
5/22/2014,Luxembourg,Paris,2,85
12/21/2011,Menilmontant,Paris,2,34
8/20/2015,Popincourt,Paris,2,40
2/16/2017,Palais-Bourbon,Paris,2,75
6/26/2014,Buttes-Montmartre,Paris,2,41
1/30/2015,Buttes-Montmartre,Paris,2,50
10/1/2016,Pantheon,Paris,2,45
4/10/2017,Opera,Paris,2,55
6/20/2013,Menilmontant,Paris,2,28
8/29/2018,Menilmontant,Paris,2,35
6/12/2019,Vaugirard,Paris,2,43
6/1/2013,Buttes-Montmartre,Paris,2,40
12/31/2019,Passy,Paris,2,60
11/14/2013,Popincourt,Paris,2,40
10/1/2012,Buttes-Chaumont,Paris,2,60
1/2/2016,Menilmontant,Paris,2,30
8/29/2018,Popincourt,Paris,2,25
1/19/2021,Buttes-Montmartre,Paris,2,32
4/25/2016,Buttes-Chaumont,Paris,2,23
2/4/2012,Popincourt,Paris,2,60
10/21/2011,Menilmontant,Paris,2,46
8/27/2016,Gobelins,Paris,2,50
9/1/2017,Passy,Paris,2,70
1/15/2019,Palais-Bourbon,Paris,2,37
10/27/2015,Buttes-Montmartre,Paris,2,49
9/10/2019,Menilmontant,Paris,2,55
1/11/2020,Vaugirard,Paris,2,49
8/3/2011,Enclos-St-Laurent,Paris,2,40
10/31/2012,Passy,Paris,2,36
8/29/2014,Bourse,Paris,2,50
4/10/2013,Vaugirard,Paris,2,41
10/11/2015,Popincourt,Paris,2,40
6/27/2015,Reuilly,Paris,2,68
5/25/2012,Enclos-St-Laurent,Paris,2,41
9/21/2017,Buttes-Montmartre,Paris,2,40
11/9/2012,Buttes-Montmartre,Paris,2,29
12/1/2012,Observatoire,Paris,2,25
6/10/2017,Vaugirard,Paris,2,50
9/16/2013,Buttes-Montmartre,Paris,2,45
1/21/2015,Menilmontant,Paris,2,49
7/28/2013,Menilmontant,Paris,2,37
1/21/2015,Menilmontant,Paris,2,70
2/8/2012,Pantheon,Paris,2,75
3/5/2014,Popincourt,Paris,2,58
4/5/2015,Popincourt,Paris,2,50
12/18/2016,Gobelins,Paris,2,59
3/7/2013,Pantheon,Paris,2,73
3/5/2014,Popincourt,Paris,2,50
6/26/2012,Buttes-Montmartre,Paris,2,40
6/26/2012,Buttes-Montmartre,Paris,2,40
6/26/2012,Buttes-Montmartre,Paris,2,40
10/15/2018,Observatoire,Paris,2,35
4/5/2015,Popincourt,Paris,2,55
5/19/2017,Reuilly,Paris,2,60
10/18/2015,Observatoire,Paris,2,40
2/20/2014,Hotel-de-Ville,Paris,3,65
4/23/2010,Batignolles-Monceau,Paris,1,29
4/23/2010,Batignolles-Monceau,Paris,1,30
4/24/2016,Bourse,Paris,1,60
6/13/2015,Buttes-Montmartre,Paris,1,34
4/9/2013,Opera,Paris,3,60
3/11/2019,Pantheon,Paris,1,1000
9/25/2019,Popincourt,Paris,1,70
10/10/2012,Gobelins,Paris,1,45
7/2/2019,Gobelins,Paris,2,23
5/18/2014,Vaugirard,Paris,1,42
1/5/2015,Hotel-de-Ville,Paris,1,70
8/15/2015,Louvre,Paris,2,80
1/15/2016,Buttes-Chaumont,Paris,2,45
8/9/2012,Observatoire,Paris,2,68
10/9/2018,Popincourt,Paris,1,45
12/3/2019,Reuilly,Paris,2,53
2/20/2020,Reuilly,Paris,2,35
2/20/2020,Reuilly,Paris,2,35
1/18/2017,Batignolles-Monceau,Paris,2,52
11/28/2012,Menilmontant,Paris,1,60
6/9/2014,Menilmontant,Paris,2,49
7/17/2012,Pantheon,Paris,2,80
6/19/2012,Popincourt,Paris,2,45
7/28/2019,Vaugirard,Paris,1,35
7/28/2012,Louvre,Paris,2,56
8/22/2017,Reuilly,Paris,4,50
7/1/2017,Enclos-St-Laurent,Paris,2,60
10/7/2019,Popincourt,Paris,1,50
2/3/2019,Buttes-Montmartre,Paris,3,45
10/10/2018,Popincourt,Paris,2,60
4/13/2014,Vaugirard,Paris,1,26
6/26/2019,Menilmontant,Paris,2,40
9/25/2014,Buttes-Montmartre,Paris,1,25
2/15/2013,Popincourt,Paris,2,64
2/17/2017,Buttes-Chaumont,Paris,1,40
6/9/2014,Menilmontant,Paris,2,70
7/23/2012,Temple,Paris,2,80
6/22/2019,Reuilly,Paris,2,33
2/26/2020,Vaugirard,Paris,1,50
12/27/2018,Elysee,Paris,2,55
9/1/2019,Batignolles-Monceau,Paris,1,59
10/31/2019,Popincourt,Paris,1,13
7/1/2010,Enclos-St-Laurent,Paris,1,25
5/27/2014,Vaugirard,Paris,1,30
7/23/2014,Popincourt,Paris,1,45
7/31/2015,Buttes-Chaumont,Paris,1,27
10/12/2016,Passy,Paris,1,35
9/8/2015,Menilmontant,Paris,1,30
11/18/2012,Gobelins,Paris,1,70
11/22/2012,Popincourt,Paris,1,39
1/23/2014,Batignolles-Monceau,Paris,1,37
8/11/2014,Enclos-St-Laurent,Paris,1,55
2/18/2016,Buttes-Chaumont,Paris,1,35
2/18/2016,Buttes-Chaumont,Paris,1,40
2/18/2014,Popincourt,Paris,1,50
9/28/2016,Enclos-St-Laurent,Paris,1,50
8/6/2014,Passy,Paris,1,39
6/11/2012,Popincourt,Paris,1,52
5/30/2018,Batignolles-Monceau,Paris,1,65
6/11/2010,Enclos-St-Laurent,Paris,1,60
6/24/2018,Buttes-Chaumont,Paris,1,21
7/21/2013,Batignolles-Monceau,Paris,1,30
2/16/2016,Popincourt,Paris,1,48
12/26/2014,Pantheon,Paris,1,60
1/30/2015,Bourse,Paris,1,50
4/10/2014,Batignolles-Monceau,Paris,1,45
4/20/2013,Enclos-St-Laurent,Paris,2,29
10/19/2016,Popincourt,Paris,2,45
7/21/2013,Batignolles-Monceau,Paris,2,30
1/10/2016,Buttes-Chaumont,Paris,2,25
6/15/2014,Popincourt,Paris,2,40
10/4/2016,Observatoire,Paris,2,50
9/20/2014,Hotel-de-Ville,Paris,2,90
9/30/2015,Enclos-St-Laurent,Paris,2,35
5/13/2018,Bourse,Paris,2,70
3/28/2012,Popincourt,Paris,2,39
9/6/2012,Buttes-Montmartre,Paris,2,64
9/2/2013,Buttes-Montmartre,Paris,2,20
6/23/2014,Buttes-Montmartre,Paris,2,40
4/7/2015,Popincourt,Paris,2,56
4/2/2014,Opera,Paris,2,70
8/1/2015,Enclos-St-Laurent,Paris,2,60
8/26/2015,Buttes-Chaumont,Paris,2,48
11/28/2015,Buttes-Montmartre,Paris,2,100
6/29/2013,Temple,Paris,2,50
5/8/2014,Popincourt,Paris,2,45
12/18/2014,Hotel-de-Ville,Paris,2,50
7/17/2013,Buttes-Montmartre,Paris,2,55
9/2/2013,Buttes-Montmartre,Paris,2,25
6/12/2013,Buttes-Chaumont,Paris,2,50
4/12/2014,Enclos-St-Laurent,Paris,2,51
12/16/2017,Vaugirard,Paris,2,50
5/13/2018,Bourse,Paris,2,80
12/22/2015,Buttes-Montmartre,Paris,2,22
9/24/2017,Gobelins,Paris,2,50
7/28/2013,Observatoire,Paris,2,50
12/23/2014,Reuilly,Paris,2,66
4/21/2017,Reuilly,Paris,2,40
1/20/2014,Pantheon,Paris,2,76
9/28/2016,Passy,Paris,2,115
5/16/2014,Observatoire,Paris,2,42
9/16/2016,Popincourt,Paris,2,45
11/18/2014,Passy,Paris,2,30
5/15/2015,Reuilly,Paris,2,50
7/24/2014,Popincourt,Paris,2,70
3/31/2016,Enclos-St-Laurent,Paris,2,40
11/19/2019,Menilmontant,Paris,2,40
2/13/2012,Popincourt,Paris,1,40
11/5/2012,Gobelins,Paris,1,50
5/11/2013,Vaugirard,Paris,1,56
11/20/2012,Observatoire,Paris,1,47
4/27/2014,Gobelins,Paris,1,55
1/13/2014,Menilmontant,Paris,1,55
10/19/2014,Menilmontant,Paris,4,35
2/11/2015,Opera,Paris,1,46
3/14/2015,Menilmontant,Paris,1,41
7/15/2013,Buttes-Montmartre,Paris,1,35
9/15/2015,Menilmontant,Paris,1,32
12/24/2015,Batignolles-Monceau,Paris,1,41
6/4/2017,Popincourt,Paris,1,35
8/20/2018,Menilmontant,Paris,1,45
8/1/2015,Enclos-St-Laurent,Paris,1,45
11/1/2016,Menilmontant,Paris,1,42
4/15/2016,Reuilly,Paris,1,47
12/24/2017,Pantheon,Paris,1,60
1/27/2020,Luxembourg,Paris,1,65
11/7/2014,Passy,Paris,2,45
1/24/2013,Buttes-Chaumont,Paris,2,55
10/11/2016,Gobelins,Paris,2,79
2/17/2016,Vaugirard,Paris,2,32
2/18/2016,Bourse,Paris,2,89
3/7/2019,Buttes-Chaumont,Paris,2,44
1/20/2016,Gobelins,Paris,2,50
7/30/2019,Buttes-Montmartre,Paris,2,38
9/23/2015,Gobelins,Paris,2,35
7/5/2014,Enclos-St-Laurent,Paris,2,50
12/17/2015,Batignolles-Monceau,Paris,2,60
1/28/2015,Passy,Paris,2,35
7/4/2012,Temple,Paris,2,75
12/27/2012,Bourse,Paris,2,95
6/10/2013,Enclos-St-Laurent,Paris,2,50
10/12/2013,Reuilly,Paris,2,45
3/23/2014,Buttes-Montmartre,Paris,2,60
4/24/2013,Vaugirard,Paris,2,49
7/15/2014,Elysee,Paris,2,90
7/16/2014,Batignolles-Monceau,Paris,2,60
4/30/2015,Popincourt,Paris,2,40
7/30/2015,Popincourt,Paris,2,65
9/3/2013,Batignolles-Monceau,Paris,2,40
8/29/2015,Luxembourg,Paris,2,58
7/21/2013,Palais-Bourbon,Paris,2,112
4/13/2014,Observatoire,Paris,2,19
4/28/2014,Batignolles-Monceau,Paris,2,30
11/3/2012,Passy,Paris,2,70
4/6/2016,Gobelins,Paris,2,30
12/23/2016,Gobelins,Paris,2,44
12/26/2016,Buttes-Montmartre,Paris,2,60
2/18/2016,Bourse,Paris,2,87
4/16/2016,Buttes-Montmartre,Paris,2,42
9/20/2012,Vaugirard,Paris,2,40
8/1/2017,Popincourt,Paris,2,49
12/8/2013,Enclos-St-Laurent,Paris,2,30
6/23/2016,Vaugirard,Paris,2,43
2/21/2011,Enclos-St-Laurent,Paris,2,58
8/20/2015,Pantheon,Paris,2,50
3/15/2014,Observatoire,Paris,2,40
5/17/2018,Buttes-Montmartre,Paris,2,56
8/23/2015,Buttes-Chaumont,Paris,2,38
3/26/2014,Reuilly,Paris,2,35
11/12/2014,Menilmontant,Paris,2,55
4/25/2013,Pantheon,Paris,2,70
10/25/2014,Buttes-Chaumont,Paris,2,36
3/29/2015,Vaugirard,Paris,2,40
4/8/2016,Batignolles-Monceau,Paris,2,40
5/18/2013,Buttes-Montmartre,Paris,2,40
8/24/2014,Opera,Paris,2,35
4/28/2009,Hotel-de-Ville,Paris,2,39
5/6/2015,Batignolles-Monceau,Paris,2,52
7/26/2013,Menilmontant,Paris,2,65
7/5/2015,Observatoire,Paris,2,65
2/3/2016,Temple,Paris,2,75
12/11/2014,Buttes-Montmartre,Paris,2,55
4/8/2013,Buttes-Chaumont,Paris,2,55
3/20/2019,Batignolles-Monceau,Paris,2,43
6/25/2018,Buttes-Montmartre,Paris,2,55
10/29/2019,Buttes-Chaumont,Paris,2,45
10/31/2016,Gobelins,Paris,2,55
6/22/2015,Hotel-de-Ville,Paris,2,55
7/26/2014,Buttes-Chaumont,Paris,2,40
2/16/2018,Gobelins,Paris,2,46
5/24/2015,Batignolles-Monceau,Paris,1,45
11/26/2015,Batignolles-Monceau,Paris,1,49
3/28/2016,Enclos-St-Laurent,Paris,1,34
7/16/2016,Menilmontant,Paris,1,39
7/21/2017,Menilmontant,Paris,1,45
11/30/2017,Buttes-Montmartre,Paris,1,48
8/14/2012,Menilmontant,Paris,1,27
4/22/2017,Batignolles-Monceau,Paris,1,50
5/10/2015,Popincourt,Paris,1,50
5/23/2016,Pantheon,Paris,1,30
9/7/2015,Reuilly,Paris,3,50
7/22/2015,Reuilly,Paris,3,26
6/28/2014,Vaugirard,Paris,2,50
9/26/2012,Buttes-Chaumont,Paris,2,45
11/30/2015,Vaugirard,Paris,2,60
4/9/2012,Opera,Paris,2,50
5/28/2015,Reuilly,Paris,2,60
5/5/2012,Vaugirard,Paris,2,150
8/9/2012,Passy,Paris,2,60
4/18/2012,Passy,Paris,2,52
7/2/2012,Enclos-St-Laurent,Paris,2,95
1/14/2016,Gobelins,Paris,2,22
6/30/2015,Menilmontant,Paris,2,39
1/24/2015,Buttes-Montmartre,Paris,2,36
2/24/2018,Menilmontant,Paris,2,47
11/26/2013,Enclos-St-Laurent,Paris,2,55
6/21/2018,Enclos-St-Laurent,Paris,2,52
7/3/2015,Vaugirard,Paris,2,41
12/20/2018,Hotel-de-Ville,Paris,2,95
4/29/2018,Popincourt,Paris,2,40
8/16/2016,Passy,Paris,2,65
7/8/2019,Gobelins,Paris,2,45
4/11/2014,Batignolles-Monceau,Paris,2,40
11/28/2011,Popincourt,Paris,3,61
9/24/2011,Buttes-Chaumont,Paris,3,79
10/23/2014,Buttes-Montmartre,Paris,3,165
7/3/2013,Popincourt,Paris,3,90
7/19/2019,Opera,Paris,3,70
7/7/2015,Hotel-de-Ville,Paris,4,100
2/17/2015,Hotel-de-Ville,Paris,4,99
6/9/2012,Temple,Paris,4,92
7/10/2013,Batignolles-Monceau,Paris,1,59
6/3/2015,Palais-Bourbon,Paris,1,68
7/27/2013,Gobelins,Paris,1,57
12/11/2011,Menilmontant,Paris,1,44
7/23/2013,Reuilly,Paris,1,500
3/2/2014,Gobelins,Paris,1,39
1/20/2019,Buttes-Chaumont,Paris,1,32
8/11/2016,Luxembourg,Paris,1,72
8/11/2016,Luxembourg,Paris,1,75
7/28/2013,Menilmontant,Paris,1,101
7/4/2014,Buttes-Chaumont,Paris,1,40
7/12/2016,Buttes-Chaumont,Paris,1,70
12/11/2019,Buttes-Chaumont,Paris,1,19
2/1/2019,Batignolles-Monceau,Paris,1,94
2/6/2020,Elysee,Paris,1,38
2/11/2020,Batignolles-Monceau,Paris,1,49
2/25/2020,Hotel-de-Ville,Paris,1,100
10/28/2017,Vaugirard,Paris,1,35
4/25/2018,Vaugirard,Paris,1,105
6/17/2016,Buttes-Montmartre,Paris,1,40
11/22/2014,Enclos-St-Laurent,Paris,1,33
12/21/2016,Buttes-Chaumont,Paris,1,36
7/6/2020,Buttes-Chaumont,Paris,1,109
5/12/2012,Hotel-de-Ville,Paris,1,86
9/6/2014,Gobelins,Paris,1,65
2/28/2014,Batignolles-Monceau,Paris,1,46
2/28/2014,Batignolles-Monceau,Paris,1,46
12/10/2016,Observatoire,Paris,1,58
7/5/2016,Batignolles-Monceau,Paris,1,25
2/16/2013,Enclos-St-Laurent,Paris,1,50
6/27/2016,Buttes-Montmartre,Paris,1,35
11/4/2014,Enclos-St-Laurent,Paris,1,75
3/17/2019,Enclos-St-Laurent,Paris,1,45
2/9/2019,Vaugirard,Paris,1,159
5/11/2019,Observatoire,Paris,1,90
8/8/2016,Buttes-Montmartre,Paris,1,45
9/6/2017,Batignolles-Monceau,Paris,1,59
7/1/2012,Bourse,Paris,1,50
3/1/2014,Popincourt,Paris,1,50
7/1/2015,Buttes-Montmartre,Paris,1,110
7/15/2015,Enclos-St-Laurent,Paris,1,46
5/26/2014,Hotel-de-Ville,Paris,1,45
7/22/2019,Reuilly,Paris,1,48
9/12/2016,Observatoire,Paris,1,50
8/27/2020,Vaugirard,Paris,1,80
2/1/2015,Palais-Bourbon,Paris,1,35
12/6/2015,Reuilly,Paris,1,39
12/18/2012,Enclos-St-Laurent,Paris,1,35
3/12/2018,Buttes-Chaumont,Paris,1,60
4/4/2014,Vaugirard,Paris,1,60
6/6/2015,Luxembourg,Paris,1,60
6/27/2013,Popincourt,Paris,1,39
1/29/2017,Batignolles-Monceau,Paris,1,40
4/29/2012,Popincourt,Paris,1,62
5/20/2015,Pantheon,Paris,1,70
9/18/2015,Popincourt,Paris,1,80
5/2/2016,Popincourt,Paris,1,50
3/15/2015,Menilmontant,Paris,1,48
11/11/2016,Pantheon,Paris,1,61
11/15/2016,Hotel-de-Ville,Paris,1,61
9/13/2014,Buttes-Montmartre,Paris,1,39
1/25/2017,Buttes-Montmartre,Paris,1,47
9/25/2017,Luxembourg,Paris,1,74
4/10/2016,Vaugirard,Paris,1,15
4/6/2015,Buttes-Chaumont,Paris,1,35
4/18/2015,Passy,Paris,1,49
11/25/2016,Reuilly,Paris,1,50
7/11/2018,Opera,Paris,1,100
2/20/2019,Pantheon,Paris,1,66
4/16/2019,Pantheon,Paris,1,97
4/22/2019,Hotel-de-Ville,Paris,1,49
3/10/2019,Vaugirard,Paris,1,40
1/6/2020,Vaugirard,Paris,1,70
1/20/2020,Passy,Paris,1,40
2/28/2015,Menilmontant,Paris,2,50
10/27/2017,Vaugirard,Paris,2,53
7/3/2016,Enclos-St-Laurent,Paris,2,31
5/20/2018,Observatoire,Paris,2,60
3/25/2015,Enclos-St-Laurent,Paris,2,84
6/28/2016,Opera,Paris,2,125
3/28/2012,Buttes-Montmartre,Paris,2,80
11/6/2016,Luxembourg,Paris,2,60
2/28/2017,Gobelins,Paris,2,47
9/16/2019,Buttes-Montmartre,Paris,2,45
9/19/2019,Popincourt,Paris,2,43
6/8/2015,Buttes-Chaumont,Paris,2,50
10/1/2019,Enclos-St-Laurent,Paris,2,43
1/13/2016,Batignolles-Monceau,Paris,2,72
10/15/2013,Batignolles-Monceau,Paris,2,60
4/26/2012,Opera,Paris,2,70
11/24/2018,Enclos-St-Laurent,Paris,2,60
8/11/2014,Palais-Bourbon,Paris,2,90
12/17/2019,Buttes-Chaumont,Paris,2,40
5/10/2017,Passy,Paris,2,70
8/7/2018,Gobelins,Paris,2,30
1/13/2020,Observatoire,Paris,2,79
12/26/2017,Menilmontant,Paris,2,46
6/1/2019,Buttes-Montmartre,Paris,2,90
1/21/2020,Temple,Paris,2,63
12/31/2019,Reuilly,Paris,2,38
5/4/2018,Popincourt,Paris,2,60
8/26/2014,Bourse,Paris,2,49
2/6/2020,Popincourt,Paris,2,60
4/27/2019,Observatoire,Paris,2,120
2/10/2015,Buttes-Montmartre,Paris,2,35
8/13/2017,Popincourt,Paris,2,30
8/13/2017,Popincourt,Paris,2,30
9/26/2011,Menilmontant,Paris,2,24
10/24/2011,Passy,Paris,2,70
8/21/2012,Gobelins,Paris,2,42
7/3/2020,Buttes-Chaumont,Paris,2,60
11/25/2019,Buttes-Montmartre,Paris,2,70
3/12/2017,Buttes-Montmartre,Paris,2,195
10/15/2017,Palais-Bourbon,Paris,2,45
9/25/2016,Gobelins,Paris,2,53
4/18/2012,Buttes-Chaumont,Paris,2,35
6/11/2010,Luxembourg,Paris,2,60
2/17/2013,Buttes-Chaumont,Paris,2,50
10/22/2015,Batignolles-Monceau,Paris,2,63
12/25/2017,Temple,Paris,2,65
3/12/2019,Batignolles-Monceau,Paris,2,90
6/11/2010,Luxembourg,Paris,2,65
6/11/2010,Luxembourg,Paris,2,60
4/1/2018,Buttes-Chaumont,Paris,2,40
10/14/2017,Gobelins,Paris,2,50
11/7/2012,Luxembourg,Paris,2,80
8/10/2014,Buttes-Chaumont,Paris,2,55
4/16/2013,Buttes-Montmartre,Paris,2,27
6/13/2012,Batignolles-Monceau,Paris,2,50
2/28/2016,Gobelins,Paris,2,57
12/8/2016,Popincourt,Paris,2,45
6/8/2015,Vaugirard,Paris,2,45
11/1/2019,Bourse,Paris,2,75
3/12/2018,Menilmontant,Paris,2,20
7/16/2017,Menilmontant,Paris,2,21
12/25/2015,Gobelins,Paris,2,50
9/11/2011,Buttes-Montmartre,Paris,2,60
6/18/2012,Luxembourg,Paris,2,45
4/28/2012,Opera,Paris,2,90
11/13/2015,Popincourt,Paris,2,45
7/7/2014,Buttes-Chaumont,Paris,2,50
7/13/2014,Bourse,Paris,2,79
8/11/2016,Vaugirard,Paris,2,35
11/16/2015,Bourse,Paris,2,49
2/20/2013,Enclos-St-Laurent,Paris,2,45
7/4/2016,Observatoire,Paris,2,45
11/28/2012,Temple,Paris,2,88
6/30/2014,Gobelins,Paris,2,70
12/13/2012,Popincourt,Paris,2,90
7/20/2016,Buttes-Chaumont,Paris,2,40
12/26/2016,Menilmontant,Paris,2,35
2/17/2013,Opera,Paris,2,60
3/10/2014,Opera,Paris,2,67
9/3/2012,Bourse,Paris,2,71
8/30/2013,Passy,Paris,2,73
6/28/2013,Popincourt,Paris,2,51
4/24/2014,Gobelins,Paris,2,38
2/23/2016,Elysee,Paris,2,95
5/29/2015,Observatoire,Paris,2,43
9/22/2012,Enclos-St-Laurent,Paris,2,75
7/14/2013,Observatoire,Paris,2,49
1/21/2013,Observatoire,Paris,2,38
6/25/2017,Passy,Paris,2,85
8/9/2010,Buttes-Montmartre,Paris,2,85
9/26/2017,Bourse,Paris,2,74
10/3/2017,Observatoire,Paris,2,39
1/14/2016,Buttes-Montmartre,Paris,2,55
2/20/2011,Temple,Paris,2,95
2/10/2015,Opera,Paris,2,69
6/18/2017,Buttes-Montmartre,Paris,2,35
5/22/2011,Popincourt,Paris,2,85
11/1/2019,Bourse,Paris,2,75
3/14/2018,Gobelins,Paris,2,45
7/26/2012,Popincourt,Paris,2,60
8/14/2014,Buttes-Montmartre,Paris,2,27
7/12/2014,Louvre,Paris,2,60
7/30/2015,Hotel-de-Ville,Paris,2,49
8/14/2016,Bourse,Paris,2,70
3/31/2013,Enclos-St-Laurent,Paris,2,55
9/14/2015,Enclos-St-Laurent,Paris,2,58
3/17/2015,Buttes-Montmartre,Paris,2,40
7/24/2018,Buttes-Montmartre,Paris,2,45
4/10/2016,Pantheon,Paris,2,60
9/2/2015,Batignolles-Monceau,Paris,2,70
1/9/2020,Pantheon,Paris,2,150
4/9/2019,Popincourt,Paris,2,80
6/6/2016,Popincourt,Paris,2,50
6/22/2020,Buttes-Chaumont,Paris,2,27
3/25/2017,Palais-Bourbon,Paris,2,50
2/15/2013,Bourse,Paris,2,89
3/21/2016,Menilmontant,Paris,2,46
5/24/2017,Observatoire,Paris,2,67
2/23/2015,Vaugirard,Paris,2,50
3/21/2013,Pantheon,Paris,2,56
2/27/2020,Opera,Paris,2,50
11/27/2017,Gobelins,Paris,2,110
10/11/2013,Menilmontant,Paris,2,60
10/9/2014,Temple,Paris,2,59
5/18/2015,Temple,Paris,2,45
2/14/2015,Passy,Paris,2,90
7/15/2016,Batignolles-Monceau,Paris,2,34
8/3/2014,Gobelins,Paris,2,40
3/17/2019,Opera,Paris,2,85
12/4/2014,Palais-Bourbon,Paris,2,190
5/30/2013,Popincourt,Paris,2,36
3/1/2015,Buttes-Montmartre,Paris,2,60
1/9/2016,Buttes-Montmartre,Paris,2,73
12/20/2012,Buttes-Montmartre,Paris,2,36
4/6/2016,Buttes-Montmartre,Paris,2,45
5/22/2015,Menilmontant,Paris,2,30
5/5/2015,Menilmontant,Paris,2,45
10/3/2014,Buttes-Montmartre,Paris,2,39
2/16/2016,Enclos-St-Laurent,Paris,2,48
4/15/2018,Buttes-Chaumont,Paris,2,60
10/31/2015,Buttes-Montmartre,Paris,2,36
1/29/2019,Vaugirard,Paris,2,48
7/19/2015,Buttes-Montmartre,Paris,2,40
8/29/2013,Buttes-Montmartre,Paris,2,40
12/9/2013,Batignolles-Monceau,Paris,2,50
6/2/2015,Opera,Paris,2,70
9/8/2015,Bourse,Paris,2,95
8/15/2013,Elysee,Paris,2,69
3/4/2016,Popincourt,Paris,2,70
9/23/2015,Luxembourg,Paris,2,58
5/12/2015,Luxembourg,Paris,2,110
9/17/2014,Batignolles-Monceau,Paris,2,63
5/27/2014,Gobelins,Paris,2,60
9/25/2014,Passy,Paris,2,70
5/2/2018,Popincourt,Paris,2,40
8/14/2018,Vaugirard,Paris,2,46
11/17/2013,Bourse,Paris,2,69
2/11/2019,Batignolles-Monceau,Paris,2,70
1/3/2012,Louvre,Paris,2,100
1/1/2016,Enclos-St-Laurent,Paris,2,37
3/5/2016,Vaugirard,Paris,2,80
6/18/2013,Buttes-Chaumont,Paris,2,35
7/1/2016,Passy,Paris,2,68
10/31/2019,Menilmontant,Paris,2,40
6/29/2019,Menilmontant,Paris,2,40
3/31/2017,Menilmontant,Paris,2,50
10/22/2018,Passy,Paris,2,75
12/12/2013,Gobelins,Paris,2,70
2/2/2015,Enclos-St-Laurent,Paris,2,57
9/21/2014,Menilmontant,Paris,2,33
5/22/2014,Buttes-Chaumont,Paris,2,75
2/13/2014,Opera,Paris,2,80
8/2/2015,Menilmontant,Paris,2,50
4/10/2016,Buttes-Montmartre,Paris,2,58
2/25/2015,Buttes-Montmartre,Paris,2,49
11/3/2016,Reuilly,Paris,2,50
5/17/2017,Vaugirard,Paris,2,51
8/15/2018,Opera,Paris,2,75
6/15/2013,Batignolles-Monceau,Paris,2,35
7/29/2013,Gobelins,Paris,2,45
10/23/2012,Buttes-Montmartre,Paris,2,64
2/11/2013,Enclos-St-Laurent,Paris,2,61
5/22/2013,Observatoire,Paris,2,50
3/9/2014,Observatoire,Paris,2,50
8/2/2012,Hotel-de-Ville,Paris,2,90
11/13/2014,Elysee,Paris,2,80
1/27/2015,Vaugirard,Paris,2,78
10/29/2013,Luxembourg,Paris,2,125
3/13/2015,Menilmontant,Paris,2,38
2/23/2014,Hotel-de-Ville,Paris,2,130
5/8/2013,Observatoire,Paris,2,55
4/30/2015,Enclos-St-Laurent,Paris,2,75
9/20/2015,Passy,Paris,2,90
7/7/2013,Gobelins,Paris,2,42
11/11/2017,Popincourt,Paris,2,82
11/4/2013,Buttes-Montmartre,Paris,2,86
6/3/2018,Passy,Paris,2,60
7/4/2018,Menilmontant,Paris,2,38
1/17/2016,Observatoire,Paris,2,50
7/25/2013,Batignolles-Monceau,Paris,2,150
7/14/2013,Popincourt,Paris,2,55
5/17/2016,Passy,Paris,2,45
11/21/2012,Buttes-Chaumont,Paris,2,32
4/23/2016,Opera,Paris,2,80
3/30/2016,Vaugirard,Paris,2,25
7/23/2016,Vaugirard,Paris,2,36
8/5/2016,Batignolles-Monceau,Paris,2,90
3/11/2014,Buttes-Montmartre,Paris,2,50
6/14/2016,Buttes-Chaumont,Paris,2,38
8/18/2015,Enclos-St-Laurent,Paris,2,65
8/18/2015,Enclos-St-Laurent,Paris,2,40
8/18/2015,Enclos-St-Laurent,Paris,2,65
2/19/2013,Observatoire,Paris,2,44
7/11/2016,Buttes-Chaumont,Paris,2,25
1/3/2019,Buttes-Chaumont,Paris,2,80
1/3/2019,Menilmontant,Paris,2,42
6/2/2014,Buttes-Montmartre,Paris,2,40
3/20/2014,Menilmontant,Paris,2,35
12/22/2015,Buttes-Montmartre,Paris,2,21
3/5/2013,Popincourt,Paris,2,40
5/10/2016,Buttes-Montmartre,Paris,2,52
6/2/2014,Buttes-Montmartre,Paris,2,38
12/22/2015,Buttes-Montmartre,Paris,2,25
3/13/2015,Elysee,Paris,2,48
3/13/2015,Elysee,Paris,2,55
