host_since,neighbourhood,city,accommodates,price
2/7/2016,Pantheon,Paris,4,130
2/16/2016,Batignolles-Monceau,Paris,4,88
11/18/2012,Popincourt,Paris,4,100
5/22/2014,Vaugirard,Paris,4,68
1/23/2015,Batignolles-Monceau,Paris,4,80
4/19/2014,Batignolles-Monceau,Paris,4,80
8/19/2015,Reuilly,Paris,4,60
2/23/2016,Buttes-Montmartre,Paris,4,33
6/27/2016,Temple,Paris,4,70
4/6/2016,Buttes-Montmartre,Paris,4,100
11/19/2016,Menilmontant,Paris,4,58
2/23/2017,Observatoire,Paris,4,65
6/18/2013,Popincourt,Paris,4,65
3/8/2016,Vaugirard,Paris,4,94
4/24/2017,Palais-Bourbon,Paris,4,120
8/13/2013,Observatoire,Paris,4,116
5/17/2016,Reuilly,Paris,4,50
6/22/2015,Hotel-de-Ville,Paris,4,84
7/13/2015,Temple,Paris,4,53
6/24/2014,Batignolles-Monceau,Paris,4,85
9/16/2013,Popincourt,Paris,4,85
11/18/2017,Batignolles-Monceau,Paris,4,69
6/23/2014,Bourse,Paris,4,89
8/6/2015,Popincourt,Paris,4,99
10/20/2015,Enclos-St-Laurent,Paris,4,100
5/26/2014,Bourse,Paris,4,99
12/29/2018,Buttes-Chaumont,Paris,4,120
12/12/2017,Luxembourg,Paris,4,100
8/15/2015,Buttes-Chaumont,Paris,4,59
6/26/2013,Reuilly,Paris,4,110
10/29/2012,Passy,Paris,4,110
1/6/2014,Popincourt,Paris,4,120
8/25/2012,Observatoire,Paris,4,95
5/12/2014,Popincourt,Paris,4,45
4/15/2014,Louvre,Paris,4,200
6/18/2014,Batignolles-Monceau,Paris,4,250
6/27/2014,Menilmontant,Paris,4,75
3/31/2014,Enclos-St-Laurent,Paris,4,70
8/7/2014,Buttes-Montmartre,Paris,4,50
8/9/2014,Menilmontant,Paris,4,35
8/23/2014,Enclos-St-Laurent,Paris,4,65
6/13/2014,Buttes-Chaumont,Paris,4,80
8/7/2013,Vaugirard,Paris,4,90
9/24/2014,Opera,Paris,4,161
9/8/2014,Vaugirard,Paris,4,139
11/23/2014,Pantheon,Paris,4,80
12/27/2011,Popincourt,Paris,4,90
8/13/2014,Vaugirard,Paris,4,60
3/4/2013,Observatoire,Paris,4,90
2/28/2015,Observatoire,Paris,4,80
3/4/2013,Batignolles-Monceau,Paris,4,63
4/13/2015,Opera,Paris,4,90
5/12/2015,Enclos-St-Laurent,Paris,4,70
4/29/2015,Buttes-Montmartre,Paris,4,70
6/23/2014,Bourse,Paris,4,60
5/15/2015,Elysee,Paris,4,85
5/30/2015,Popincourt,Paris,4,70
2/3/2014,Observatoire,Paris,4,43
4/10/2015,Buttes-Chaumont,Paris,4,70
7/7/2015,Buttes-Montmartre,Paris,4,80
3/24/2012,Buttes-Montmartre,Paris,4,50
12/24/2014,Batignolles-Monceau,Paris,4,69
9/25/2014,Buttes-Chaumont,Paris,4,70
5/1/2015,Opera,Paris,4,80
9/24/2015,Opera,Paris,4,100
10/4/2015,Reuilly,Paris,4,120
5/15/2015,Observatoire,Paris,4,65
10/28/2014,Menilmontant,Paris,4,50
2/26/2013,Batignolles-Monceau,Paris,4,60
10/25/2015,Batignolles-Monceau,Paris,4,70
8/19/2013,Batignolles-Monceau,Paris,4,2000
11/5/2015,Temple,Paris,4,120
9/12/2012,Batignolles-Monceau,Paris,4,70
12/24/2012,Menilmontant,Paris,4,50
8/13/2014,Buttes-Montmartre,Paris,4,200
4/2/2012,Buttes-Chaumont,Paris,4,65
11/8/2012,Buttes-Montmartre,Paris,4,60
5/25/2015,Vaugirard,Paris,4,190
3/14/2016,Popincourt,Paris,4,78
11/22/2011,Popincourt,Paris,4,80
3/28/2016,Luxembourg,Paris,4,65
10/21/2014,Reuilly,Paris,4,63
4/23/2016,Passy,Paris,4,93
5/11/2016,Luxembourg,Paris,4,96
8/23/2014,Popincourt,Paris,4,94
6/6/2016,Luxembourg,Paris,4,100
6/9/2016,Menilmontant,Paris,4,63
6/25/2016,Popincourt,Paris,4,53
8/20/2013,Buttes-Montmartre,Paris,4,47
5/12/2016,Vaugirard,Paris,4,92
7/12/2016,Popincourt,Paris,4,70
7/29/2016,Vaugirard,Paris,4,108
3/6/2016,Louvre,Paris,4,85
2/3/2016,Popincourt,Paris,4,89
9/3/2016,Pantheon,Paris,4,90
5/31/2013,Reuilly,Paris,4,75
12/23/2014,Menilmontant,Paris,4,45
4/15/2015,Buttes-Montmartre,Paris,4,38
1/5/2015,Temple,Paris,4,65
9/22/2016,Temple,Paris,4,69
8/30/2015,Menilmontant,Paris,4,35
5/1/2017,Popincourt,Paris,4,67
6/14/2012,Gobelins,Paris,4,105
5/10/2017,Opera,Paris,4,110
6/14/2017,Buttes-Montmartre,Paris,4,60
1/3/2016,Popincourt,Paris,4,55
6/20/2017,Opera,Paris,4,73
8/8/2016,Menilmontant,Paris,4,57
11/29/2017,Temple,Paris,4,118
9/9/2013,Buttes-Montmartre,Paris,4,85
11/21/2013,Enclos-St-Laurent,Paris,4,70
1/26/2018,Batignolles-Monceau,Paris,4,65
8/10/2013,Vaugirard,Paris,4,76
6/29/2015,Enclos-St-Laurent,Paris,4,92
2/23/2018,Reuilly,Paris,4,54
10/7/2013,Enclos-St-Laurent,Paris,4,79
10/17/2014,Buttes-Montmartre,Paris,4,55
3/6/2015,Enclos-St-Laurent,Paris,4,115
6/1/2018,Buttes-Montmartre,Paris,4,92
6/21/2018,Observatoire,Paris,4,100
7/16/2013,Buttes-Montmartre,Paris,4,75
7/11/2018,Temple,Paris,4,105
7/25/2018,Vaugirard,Paris,4,269
6/4/2013,Opera,Paris,4,75
11/21/2013,Buttes-Chaumont,Paris,4,75
2/14/2017,Buttes-Chaumont,Paris,4,90
11/29/2018,Popincourt,Paris,4,41
12/17/2018,Buttes-Montmartre,Paris,4,77
12/23/2018,Elysee,Paris,4,100
11/19/2014,Temple,Paris,4,125
3/27/2019,Vaugirard,Paris,4,115
3/24/2019,Popincourt,Paris,4,65
5/29/2019,Buttes-Montmartre,Paris,4,68
9/20/2012,Buttes-Chaumont,Paris,4,57
5/11/2017,Bourse,Paris,4,60
7/1/2019,Batignolles-Monceau,Paris,4,40
7/16/2019,Batignolles-Monceau,Paris,4,89
10/20/2014,Buttes-Montmartre,Paris,4,80
5/27/2016,Vaugirard,Paris,4,110
8/15/2019,Batignolles-Monceau,Paris,4,94
9/26/2019,Enclos-St-Laurent,Paris,4,103
5/14/2016,Popincourt,Paris,4,59
7/28/2013,Opera,Paris,4,70
4/11/2014,Buttes-Montmartre,Paris,4,85
5/19/2014,Popincourt,Paris,4,70
6/1/2014,Buttes-Montmartre,Paris,4,60
10/20/2014,Palais-Bourbon,Paris,4,50
11/29/2014,Buttes-Montmartre,Paris,4,60
12/25/2014,Vaugirard,Paris,4,79
2/17/2015,Menilmontant,Paris,4,70
11/23/2012,Palais-Bourbon,Paris,4,190
6/5/2013,Temple,Paris,4,126
4/28/2015,Batignolles-Monceau,Paris,4,69
6/1/2015,Pantheon,Paris,4,120
8/7/2013,Vaugirard,Paris,4,134
3/15/2014,Menilmontant,Paris,4,80
12/6/2014,Menilmontant,Paris,4,70
7/13/2013,Batignolles-Monceau,Paris,4,70
12/2/2013,Popincourt,Paris,4,100
7/4/2015,Louvre,Paris,4,150
3/9/2014,Louvre,Paris,4,110
7/11/2015,Opera,Paris,4,85
7/28/2013,Batignolles-Monceau,Paris,4,62
7/13/2014,Buttes-Montmartre,Paris,4,89
9/26/2013,Vaugirard,Paris,4,50
9/30/2015,Buttes-Montmartre,Paris,4,60
4/5/2013,Buttes-Montmartre,Paris,4,56
11/24/2015,Buttes-Chaumont,Paris,4,49
1/4/2016,Buttes-Chaumont,Paris,4,60
4/3/2016,Palais-Bourbon,Paris,4,90
5/7/2015,Vaugirard,Paris,4,68
4/26/2015,Batignolles-Monceau,Paris,4,85
7/7/2015,Popincourt,Paris,4,100
1/9/2014,Buttes-Chaumont,Paris,4,50
11/28/2016,Hotel-de-Ville,Paris,4,67
7/16/2011,Enclos-St-Laurent,Paris,4,45
9/7/2015,Popincourt,Paris,4,65
8/11/2014,Vaugirard,Paris,4,70
11/4/2013,Menilmontant,Paris,4,50
2/11/2016,Popincourt,Paris,4,58
3/17/2015,Popincourt,Paris,4,79
7/11/2014,Popincourt,Paris,4,58
3/27/2016,Buttes-Chaumont,Paris,4,75
2/9/2016,Enclos-St-Laurent,Paris,4,50
2/19/2018,Buttes-Chaumont,Paris,4,55
2/7/2013,Enclos-St-Laurent,Paris,4,100
7/22/2013,Opera,Paris,4,100
3/2/2018,Popincourt,Paris,4,100
3/10/2017,Enclos-St-Laurent,Paris,4,103
1/8/2019,Reuilly,Paris,4,113
7/21/2014,Gobelins,Paris,4,150
8/4/2016,Temple,Paris,4,99
4/24/2019,Temple,Paris,4,110
4/22/2014,Temple,Paris,4,85
11/27/2012,Menilmontant,Paris,4,83
7/16/2019,Menilmontant,Paris,4,92
9/4/2019,Gobelins,Paris,4,90
11/25/2019,Gobelins,Paris,4,105
10/28/2012,Palais-Bourbon,Paris,4,99
7/12/2012,Pantheon,Paris,4,90
6/24/2014,Popincourt,Paris,4,70
11/15/2014,Vaugirard,Paris,4,100
11/26/2014,Opera,Paris,4,120
5/1/2013,Buttes-Montmartre,Paris,4,70
7/12/2013,Popincourt,Paris,4,80
6/11/2013,Buttes-Montmartre,Paris,4,150
9/3/2015,Gobelins,Paris,4,60
11/3/2015,Popincourt,Paris,4,96
4/20/2016,Temple,Paris,4,52
4/25/2016,Bourse,Paris,4,160
8/9/2014,Vaugirard,Paris,4,65
7/20/2014,Buttes-Montmartre,Paris,4,30
7/22/2013,Enclos-St-Laurent,Paris,4,55
10/23/2017,Vaugirard,Paris,4,90
11/1/2015,Batignolles-Monceau,Paris,4,85
7/31/2012,Buttes-Chaumont,Paris,4,56
12/5/2013,Menilmontant,Paris,4,75
12/16/2013,Menilmontant,Paris,4,90
7/3/2019,Buttes-Chaumont,Paris,4,92
7/27/2019,Buttes-Chaumont,Paris,4,98
8/23/2016,Reuilly,Paris,4,38
1/6/2012,Menilmontant,Paris,4,55
4/22/2014,Elysee,Paris,4,200
7/28/2014,Batignolles-Monceau,Paris,4,50
2/14/2016,Reuilly,Paris,4,66
6/9/2016,Buttes-Montmartre,Paris,4,95
7/11/2013,Enclos-St-Laurent,Paris,4,80
5/7/2015,Enclos-St-Laurent,Paris,4,95
5/24/2017,Opera,Paris,4,100
10/16/2017,Popincourt,Paris,4,60
3/3/2015,Popincourt,Paris,4,80
4/4/2017,Buttes-Chaumont,Paris,4,95
1/31/2015,Buttes-Montmartre,Paris,4,60
11/6/2016,Popincourt,Paris,4,127
8/15/2013,Elysee,Paris,4,130
4/5/2015,Batignolles-Monceau,Paris,4,100
9/26/2017,Buttes-Montmartre,Paris,4,53
11/23/2018,Observatoire,Paris,4,67
11/26/2018,Popincourt,Paris,4,150
5/14/2019,Hotel-de-Ville,Paris,4,130
9/30/2013,Batignolles-Monceau,Paris,4,170
10/16/2013,Palais-Bourbon,Paris,4,150
11/4/2013,Vaugirard,Paris,4,90
1/5/2014,Vaugirard,Paris,4,110
4/18/2013,Bourse,Paris,4,69
7/12/2013,Enclos-St-Laurent,Paris,4,60
5/20/2014,Gobelins,Paris,4,54
5/7/2014,Buttes-Montmartre,Paris,4,85
7/13/2014,Popincourt,Paris,4,50
7/26/2014,Vaugirard,Paris,4,70
6/11/2013,Gobelins,Paris,4,80
10/21/2014,Menilmontant,Paris,4,110
3/12/2013,Popincourt,Paris,4,79
5/5/2014,Observatoire,Paris,4,30
12/1/2014,Buttes-Chaumont,Paris,4,80
12/27/2014,Vaugirard,Paris,4,70
2/22/2015,Enclos-St-Laurent,Paris,4,80
7/28/2014,Buttes-Montmartre,Paris,4,55
2/27/2014,Popincourt,Paris,4,79
5/3/2015,Gobelins,Paris,4,70
10/13/2014,Buttes-Montmartre,Paris,4,80
6/13/2015,Buttes-Montmartre,Paris,4,60
3/24/2015,Menilmontant,Paris,4,40
3/7/2015,Palais-Bourbon,Paris,4,70
1/13/2013,Batignolles-Monceau,Paris,4,70
10/15/2013,Batignolles-Monceau,Paris,4,50
2/9/2012,Popincourt,Paris,4,59
7/10/2015,Popincourt,Paris,4,72
2/16/2015,Vaugirard,Paris,4,135
12/15/2014,Buttes-Chaumont,Paris,4,75
7/23/2012,Vaugirard,Paris,4,90
7/25/2015,Vaugirard,Paris,4,95
8/3/2013,Vaugirard,Paris,4,99
2/10/2014,Popincourt,Paris,4,100
1/20/2015,Opera,Paris,4,79
3/15/2015,Batignolles-Monceau,Paris,4,55
10/25/2015,Palais-Bourbon,Paris,4,59
7/27/2015,Buttes-Montmartre,Paris,4,60
7/22/2014,Vaugirard,Paris,4,70
7/18/2014,Palais-Bourbon,Paris,4,55
3/21/2016,Louvre,Paris,4,110
3/30/2016,Passy,Paris,4,70
8/12/2015,Elysee,Paris,4,110
5/2/2016,Buttes-Montmartre,Paris,4,95
5/23/2016,Vaugirard,Paris,4,70
6/29/2016,Popincourt,Paris,4,80
12/4/2015,Enclos-St-Laurent,Paris,4,44
11/29/2016,Buttes-Montmartre,Paris,4,140
1/4/2016,Vaugirard,Paris,4,130
1/23/2013,Observatoire,Paris,4,60
3/3/2017,Bourse,Paris,4,110
3/31/2017,Buttes-Montmartre,Paris,4,61
5/8/2017,Observatoire,Paris,4,79
8/27/2012,Reuilly,Paris,4,100
8/13/2015,Vaugirard,Paris,4,90
5/2/2016,Observatoire,Paris,4,60
2/20/2014,Enclos-St-Laurent,Paris,4,50
1/5/2018,Menilmontant,Paris,4,70
11/25/2011,Popincourt,Paris,4,70
12/29/2013,Buttes-Chaumont,Paris,4,70
5/11/2018,Vaugirard,Paris,4,100
10/21/2012,Batignolles-Monceau,Paris,4,80
1/9/2013,Buttes-Montmartre,Paris,4,55
6/15/2015,Buttes-Montmartre,Paris,4,50
10/29/2018,Buttes-Montmartre,Paris,4,100
11/27/2018,Batignolles-Monceau,Paris,4,137
10/14/2012,Hotel-de-Ville,Paris,4,100
1/3/2019,Temple,Paris,4,120
8/1/2018,Batignolles-Monceau,Paris,4,140
4/24/2019,Observatoire,Paris,4,112
5/3/2019,Opera,Paris,4,104
3/28/2016,Enclos-St-Laurent,Paris,4,50
7/14/2019,Palais-Bourbon,Paris,4,67
7/23/2019,Buttes-Chaumont,Paris,4,104
6/26/2012,Palais-Bourbon,Paris,4,110
7/25/2019,Vaugirard,Paris,4,98
7/29/2019,Enclos-St-Laurent,Paris,4,103
9/23/2019,Opera,Paris,4,103
1/30/2017,Popincourt,Paris,4,75
12/9/2011,Popincourt,Paris,4,80
3/13/2013,Enclos-St-Laurent,Paris,4,60
7/15/2012,Enclos-St-Laurent,Paris,4,150
11/11/2013,Buttes-Montmartre,Paris,4,60
3/15/2014,Buttes-Montmartre,Paris,4,100
10/18/2011,Temple,Paris,4,100
6/1/2013,Gobelins,Paris,4,90
3/20/2014,Menilmontant,Paris,4,85
6/16/2013,Buttes-Montmartre,Paris,4,50
12/6/2014,Enclos-St-Laurent,Paris,4,50
11/24/2014,Buttes-Montmartre,Paris,4,65
11/14/2014,Buttes-Montmartre,Paris,4,55
4/23/2015,Buttes-Montmartre,Paris,4,70
8/2/2015,Vaugirard,Paris,4,50
12/2/2015,Popincourt,Paris,4,68
5/14/2014,Menilmontant,Paris,4,45
1/7/2015,Popincourt,Paris,4,58
3/24/2015,Batignolles-Monceau,Paris,4,50
2/27/2013,Opera,Paris,4,80
5/28/2014,Buttes-Chaumont,Paris,4,30
7/13/2016,Buttes-Montmartre,Paris,4,80
8/3/2014,Luxembourg,Paris,4,100
8/17/2015,Popincourt,Paris,4,45
3/15/2015,Buttes-Montmartre,Paris,4,46
9/25/2012,Buttes-Chaumont,Paris,4,400
9/13/2013,Menilmontant,Paris,4,80
2/16/2015,Buttes-Chaumont,Paris,4,75
1/12/2019,Buttes-Montmartre,Paris,4,120
5/27/2011,Temple,Paris,4,90
7/16/2019,Buttes-Montmartre,Paris,4,83
6/15/2013,Opera,Paris,4,60
8/13/2019,Enclos-St-Laurent,Paris,4,60
3/30/2014,Buttes-Chaumont,Paris,4,70
1/10/2016,Buttes-Montmartre,Paris,4,100
1/2/2020,Menilmontant,Paris,4,90
5/1/2014,Menilmontant,Paris,4,55
7/5/2015,Vaugirard,Paris,4,68
3/10/2016,Enclos-St-Laurent,Paris,4,80
10/20/2014,Buttes-Montmartre,Paris,4,90
3/16/2016,Menilmontant,Paris,4,55
2/16/2014,Batignolles-Monceau,Paris,4,75
5/11/2013,Vaugirard,Paris,4,120
8/30/2016,Palais-Bourbon,Paris,4,80
7/9/2016,Batignolles-Monceau,Paris,4,53
11/8/2012,Buttes-Montmartre,Paris,4,70
5/31/2015,Menilmontant,Paris,4,82
4/25/2014,Enclos-St-Laurent,Paris,4,62
7/8/2014,Vaugirard,Paris,4,60
1/22/2017,Buttes-Chaumont,Paris,4,150
10/13/2014,Buttes-Chaumont,Paris,4,44
9/19/2014,Pantheon,Paris,4,139
7/6/2015,Buttes-Chaumont,Paris,4,70
3/29/2016,Buttes-Montmartre,Paris,4,150
8/3/2015,Palais-Bourbon,Paris,4,75
6/26/2012,Buttes-Montmartre,Paris,4,60
8/22/2012,Popincourt,Paris,4,98
11/27/2012,Vaugirard,Paris,4,95
10/7/2013,Vaugirard,Paris,4,96
7/3/2013,Buttes-Montmartre,Paris,4,85
4/11/2012,Buttes-Chaumont,Paris,4,55
2/16/2013,Gobelins,Paris,4,45
4/7/2014,Vaugirard,Paris,4,90
4/24/2014,Menilmontant,Paris,4,95
5/31/2014,Palais-Bourbon,Paris,4,120
4/11/2014,Gobelins,Paris,4,60
6/8/2014,Bourse,Paris,4,120
7/18/2013,Popincourt,Paris,4,75
10/18/2014,Vaugirard,Paris,4,66
8/4/2014,Passy,Paris,4,93
8/21/2014,Reuilly,Paris,4,60
8/3/2014,Menilmontant,Paris,4,45
2/11/2014,Luxembourg,Paris,4,115
10/14/2014,Pantheon,Paris,4,70
1/23/2015,Vaugirard,Paris,4,120
5/22/2015,Popincourt,Paris,4,80
6/2/2015,Buttes-Chaumont,Paris,4,80
6/14/2015,Buttes-Montmartre,Paris,4,74
6/23/2015,Batignolles-Monceau,Paris,4,59
6/29/2015,Bourse,Paris,4,97
7/4/2015,Palais-Bourbon,Paris,4,180
8/1/2014,Batignolles-Monceau,Paris,4,90
10/12/2013,Enclos-St-Laurent,Paris,4,86
6/5/2015,Bourse,Paris,4,100
7/14/2015,Temple,Paris,4,95
1/25/2015,Popincourt,Paris,4,70
7/21/2015,Passy,Paris,4,99
7/26/2015,Menilmontant,Paris,4,65
7/29/2015,Reuilly,Paris,4,76
8/7/2015,Palais-Bourbon,Paris,4,100
8/17/2015,Popincourt,Paris,4,60
6/15/2015,Reuilly,Paris,4,75
10/29/2013,Popincourt,Paris,4,50
8/30/2015,Reuilly,Paris,4,89
2/2/2014,Buttes-Montmartre,Paris,4,50
11/29/2014,Luxembourg,Paris,4,65
1/5/2016,Popincourt,Paris,4,129
9/16/2015,Gobelins,Paris,4,51
12/27/2012,Menilmontant,Paris,4,65
3/14/2016,Passy,Paris,4,100
6/3/2013,Enclos-St-Laurent,Paris,4,70
7/16/2013,Temple,Paris,4,90
4/11/2016,Buttes-Montmartre,Paris,4,81
7/27/2014,Buttes-Chaumont,Paris,4,55
10/3/2015,Vaugirard,Paris,4,120
6/25/2013,Bourse,Paris,4,80
2/21/2015,Popincourt,Paris,4,69
8/11/2016,Vaugirard,Paris,4,80
7/9/2015,Reuilly,Paris,4,86
7/2/2013,Buttes-Montmartre,Paris,4,70
6/10/2016,Observatoire,Paris,4,76
11/23/2016,Enclos-St-Laurent,Paris,4,100
1/24/2017,Passy,Paris,4,150
8/25/2014,Popincourt,Paris,4,70
3/19/2012,Opera,Paris,4,70
2/13/2014,Popincourt,Paris,4,100
3/26/2017,Palais-Bourbon,Paris,4,68
11/22/2015,Batignolles-Monceau,Paris,4,54
7/10/2014,Elysee,Paris,4,200
11/3/2014,Buttes-Montmartre,Paris,4,40
7/3/2017,Pantheon,Paris,4,100
11/23/2014,Vaugirard,Paris,4,120
8/31/2013,Menilmontant,Paris,4,80
11/18/2014,Vaugirard,Paris,4,145
6/11/2016,Enclos-St-Laurent,Paris,4,114
3/28/2018,Elysee,Paris,4,88
11/2/2015,Menilmontant,Paris,4,79
9/3/2018,Bourse,Paris,4,144
6/6/2018,Popincourt,Paris,4,50
3/8/2019,Enclos-St-Laurent,Paris,4,100
7/14/2015,Buttes-Montmartre,Paris,4,98
8/13/2016,Gobelins,Paris,4,70
5/1/2018,Popincourt,Paris,4,85
8/26/2013,Enclos-St-Laurent,Paris,4,85
2/12/2014,Batignolles-Monceau,Paris,4,78
8/14/2015,Menilmontant,Paris,4,73
7/17/2019,Menilmontant,Paris,4,103
8/5/2019,Reuilly,Paris,4,75
8/28/2018,Buttes-Montmartre,Paris,4,170
11/4/2019,Buttes-Montmartre,Paris,4,95
1/2/2013,Enclos-St-Laurent,Paris,4,65
3/16/2012,Buttes-Chaumont,Paris,4,90
6/20/2014,Popincourt,Paris,4,65
6/25/2013,Opera,Paris,4,109
10/2/2014,Menilmontant,Paris,4,60
5/29/2015,Buttes-Montmartre,Paris,4,55
6/14/2015,Enclos-St-Laurent,Paris,4,78
6/20/2015,Vaugirard,Paris,4,80
7/4/2015,Buttes-Chaumont,Paris,4,90
4/7/2015,Reuilly,Paris,4,56
8/8/2013,Buttes-Montmartre,Paris,4,60
7/16/2015,Vaugirard,Paris,4,95
5/31/2014,Enclos-St-Laurent,Paris,4,70
12/20/2014,Buttes-Montmartre,Paris,4,55
1/19/2013,Enclos-St-Laurent,Paris,4,60
3/16/2015,Opera,Paris,4,60
5/31/2013,Opera,Paris,4,120
11/21/2015,Opera,Paris,4,70
2/20/2016,Buttes-Montmartre,Paris,4,80
8/7/2013,Buttes-Chaumont,Paris,4,50
1/19/2012,Menilmontant,Paris,4,51
2/13/2015,Enclos-St-Laurent,Paris,4,100
7/23/2013,Enclos-St-Laurent,Paris,4,70
3/11/2014,Popincourt,Paris,4,64
3/11/2013,Buttes-Montmartre,Paris,4,45
4/24/2017,Batignolles-Monceau,Paris,4,60
5/7/2013,Batignolles-Monceau,Paris,4,60
11/25/2011,Batignolles-Monceau,Paris,4,45
4/14/2013,Buttes-Chaumont,Paris,4,50
1/31/2013,Buttes-Montmartre,Paris,4,50
4/13/2015,Reuilly,Paris,4,100
11/6/2014,Reuilly,Paris,4,88
2/8/2018,Vaugirard,Paris,4,75
11/12/2013,Popincourt,Paris,4,45
7/29/2015,Enclos-St-Laurent,Paris,4,62
3/24/2017,Buttes-Montmartre,Paris,4,110
9/21/2015,Buttes-Chaumont,Paris,4,85
3/17/2016,Menilmontant,Paris,4,50
3/2/2015,Popincourt,Paris,4,400
9/15/2011,Enclos-St-Laurent,Paris,4,95
4/11/2013,Buttes-Chaumont,Paris,4,90
1/31/2020,Menilmontant,Paris,4,113
2/18/2013,Enclos-St-Laurent,Paris,4,119
10/29/2012,Buttes-Chaumont,Paris,4,70
12/8/2014,Enclos-St-Laurent,Paris,4,50
11/27/2013,Buttes-Chaumont,Paris,4,30
7/7/2015,Gobelins,Paris,4,65
3/6/2016,Popincourt,Paris,4,45
6/16/2016,Buttes-Chaumont,Paris,4,55
11/26/2014,Popincourt,Paris,4,37
8/7/2016,Vaugirard,Paris,4,50
11/25/2013,Buttes-Montmartre,Paris,4,90
4/8/2014,Popincourt,Paris,4,75
9/2/2016,Buttes-Chaumont,Paris,4,120
6/30/2016,Buttes-Chaumont,Paris,4,70
3/2/2015,Menilmontant,Paris,4,55
5/20/2014,Buttes-Montmartre,Paris,4,61
2/5/2013,Enclos-St-Laurent,Paris,4,110
12/4/2012,Reuilly,Paris,4,91
6/16/2013,Buttes-Montmartre,Paris,4,70
6/17/2013,Passy,Paris,4,70
11/9/2011,Enclos-St-Laurent,Paris,4,85
3/1/2014,Buttes-Montmartre,Paris,4,100
5/13/2012,Popincourt,Paris,4,75
12/8/2013,Observatoire,Paris,4,85
4/8/2014,Opera,Paris,4,65
7/11/2013,Popincourt,Paris,4,84
11/9/2012,Buttes-Montmartre,Paris,4,85
7/3/2014,Popincourt,Paris,4,100
6/3/2014,Reuilly,Paris,4,80
7/20/2014,Buttes-Montmartre,Paris,4,60
10/20/2014,Batignolles-Monceau,Paris,4,78
12/29/2013,Batignolles-Monceau,Paris,4,85
11/18/2014,Vaugirard,Paris,4,102
7/7/2013,Popincourt,Paris,4,85
11/12/2014,Elysee,Paris,4,75
3/24/2015,Vaugirard,Paris,4,150
1/13/2012,Menilmontant,Paris,4,58
5/3/2015,Buttes-Montmartre,Paris,4,68
3/20/2015,Buttes-Montmartre,Paris,4,65
6/2/2013,Buttes-Chaumont,Paris,4,75
5/21/2015,Buttes-Montmartre,Paris,4,60
5/21/2015,Passy,Paris,4,116
6/20/2015,Popincourt,Paris,4,58
3/17/2014,Buttes-Chaumont,Paris,4,60
6/2/2012,Popincourt,Paris,4,64
7/2/2015,Enclos-St-Laurent,Paris,4,55
7/5/2015,Buttes-Montmartre,Paris,4,32
7/8/2015,Buttes-Montmartre,Paris,4,50
8/30/2012,Palais-Bourbon,Paris,4,92
8/28/2012,Temple,Paris,4,80
10/30/2013,Batignolles-Monceau,Paris,4,50
3/23/2014,Buttes-Chaumont,Paris,4,60
7/29/2015,Buttes-Montmartre,Paris,4,65
10/6/2014,Opera,Paris,4,90
7/29/2013,Batignolles-Monceau,Paris,4,65
7/2/2012,Gobelins,Paris,4,79
9/6/2015,Popincourt,Paris,4,85
9/23/2015,Enclos-St-Laurent,Paris,4,70
6/10/2013,Batignolles-Monceau,Paris,4,65
1/13/2015,Batignolles-Monceau,Paris,4,65
10/7/2015,Observatoire,Paris,4,70
5/11/2015,Buttes-Chaumont,Paris,4,65
11/3/2015,Opera,Paris,4,100
8/13/2013,Buttes-Chaumont,Paris,4,35
1/6/2015,Buttes-Montmartre,Paris,4,70
3/4/2016,Enclos-St-Laurent,Paris,4,100
7/27/2014,Buttes-Montmartre,Paris,4,150
5/14/2015,Buttes-Montmartre,Paris,4,40
3/22/2016,Observatoire,Paris,4,72
9/7/2013,Batignolles-Monceau,Paris,4,50
3/21/2015,Buttes-Chaumont,Paris,4,80
4/18/2016,Popincourt,Paris,4,90
7/16/2014,Enclos-St-Laurent,Paris,4,84
4/17/2014,Enclos-St-Laurent,Paris,4,90
7/31/2013,Vaugirard,Paris,4,80
7/23/2013,Buttes-Chaumont,Paris,4,40
11/24/2012,Popincourt,Paris,4,80
11/18/2013,Menilmontant,Paris,4,70
7/25/2015,Buttes-Montmartre,Paris,4,30
10/16/2015,Menilmontant,Paris,4,70
1/25/2013,Enclos-St-Laurent,Paris,4,110
6/16/2014,Reuilly,Paris,4,115
6/3/2015,Reuilly,Paris,4,65
8/9/2016,Reuilly,Paris,4,120
10/7/2015,Passy,Paris,4,120
2/6/2015,Popincourt,Paris,4,52
11/22/2016,Enclos-St-Laurent,Paris,4,80
3/18/2016,Pantheon,Paris,4,68
1/5/2017,Menilmontant,Paris,4,110
10/30/2013,Buttes-Montmartre,Paris,4,80
6/13/2015,Temple,Paris,4,100
9/20/2013,Buttes-Montmartre,Paris,4,60
3/20/2014,Reuilly,Paris,4,80
8/4/2012,Buttes-Montmartre,Paris,4,95
9/8/2015,Menilmontant,Paris,4,80
10/8/2013,Batignolles-Monceau,Paris,4,130
5/10/2012,Enclos-St-Laurent,Paris,4,49
6/13/2013,Menilmontant,Paris,4,65
6/24/2015,Buttes-Montmartre,Paris,4,80
7/5/2012,Menilmontant,Paris,4,95
4/24/2016,Observatoire,Paris,4,145
2/14/2016,Buttes-Montmartre,Paris,4,60
